SpeciesAuthor,SpeciesAccepted,Family,Kingdom,Authors,Journal,StudyDuration,YearPublication,MatrixStartYear,MatrixEndYear,AnnualPeriodicity,MatrixPopulation,EcoRegion,MatrixComposite,Lat,Lon,MatDim,lambda,habitat,TACmodeled,note,envStochModeled,invasive
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1990,1991,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.924205757,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1991,1992,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.913222547,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1992,1993,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,1.040818026,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1993,1994,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.721530929,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1994,1995,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.625292637,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1995,1996,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.4,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1996,1997,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.75,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1997,1998,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.385,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1998,1999,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.667,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1999,2000,1,Oak-hickory scrub 3 (Pop 19),TCF,Individual,27.15777778,-80.64333333,6,0.712643217,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1991,2000,1,Yard Edge (Pop 24),TCF,Mean,27.15777778,-80.64333333,6,1.103766549,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1991,1992,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,0.833,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1992,1993,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,0.958680818,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1993,1994,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,1.044474634,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1994,1995,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,1.229561175,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1995,1996,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,0.949930314,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1996,1997,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,1.152493104,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1997,1998,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,0.852100607,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1998,1999,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,1.217725542,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1999,2000,1,Yard Edge (Pop 24),TCF,Individual,27.15777778,-80.64333333,6,1.257106395,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1997,2000,1,Sand pine scrub 2 (Pop 4),TCF,Mean,27.15777778,-80.64333333,6,0.905005109,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1997,1998,1,Sand pine scrub 2 (Pop 4),TCF,Mean,27.15777778,-80.64333333,6,0.4,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1998,1999,1,Sand pine scrub 2 (Pop 4),TCF,Mean,27.15777778,-80.64333333,6,0.4,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1999,2000,1,Sand pine scrub 2 (Pop 4),TCF,Mean,27.15777778,-80.64333333,6,0.4,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1995,2000,1,Oak-hickory scrub 1 (Pop 10),TCF,Mean,27.15944444,-80.64388889,6,0.769301612,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1995,1996,1,Oak-hickory scrub 1 (Pop 10),TCF,Individual,27.15944444,-80.64388889,6,0.1,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1996,1997,1,Oak-hickory scrub 1 (Pop 10),TCF,Individual,27.15944444,-80.64388889,6,0.1,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1997,1998,1,Oak-hickory scrub 1 (Pop 10),TCF,Individual,27.15944444,-80.64388889,6,0.1,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1998,1999,1,Oak-hickory scrub 1 (Pop 10),TCF,Individual,27.15944444,-80.64388889,6,1.397761256,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1999,2000,1,Oak-hickory scrub 1 (Pop 10),TCF,Individual,27.15944444,-80.64388889,6,1.347537693,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1988,2000,1,Oak-hickory scrub 2 (Pop 12),TCF,Mean,27.15944444,-80.64388889,6,0.810636832,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1988,1989,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.544011465,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1989,1990,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.1,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1990,1991,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.1,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1991,1992,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.1,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1992,1993,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,1.315816781,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1993,1994,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,1.316985664,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1994,1995,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.885722939,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1995,1996,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,1.071971347,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1996,1997,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,1.013232368,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1997,1998,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.856032517,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1998,1999,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.871990853,Temperate,yes,samePop,yes,no
Dicerandra_frutescens,Dicerandra frutescens,Lamiaceae,Plantae,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,13,2006,1999,2000,1,Oak-hickory scrub 2 (Pop 12),TCF,Individual,27.15944444,-80.64388889,6,0.470059705,Temperate,yes,samePop,yes,no
Digitalis_purpurea_2,Digitalis purpurea,Plantaginaceae,Plantae,Sletvold; Rydgren,J Ecol,3,2007,1998,2000,1,Ulvik,TBM,Mean,60.56666667,6.916666667,6,0.77145627,Temperate,yes,samePop,yes,no
Digitalis_purpurea_2,Digitalis purpurea,Plantaginaceae,Plantae,Sletvold; Rydgren,J Ecol,3,2007,1998,1999,1,Ulvik,TBM,Individual,60.56666667,6.916666667,6,0.753285421,Temperate,yes,samePop,yes,no
Digitalis_purpurea_2,Digitalis purpurea,Plantaginaceae,Plantae,Sletvold; Rydgren,J Ecol,3,2007,1999,2000,1,Ulvik,TBM,Individual,60.56666667,6.916666667,6,0.783072614,Temperate,yes,samePop,yes,no
Digitalis_purpurea_2,Digitalis purpurea,Plantaginaceae,Plantae,Sletvold; Rydgren,J Ecol,3,2007,1998,2000,1,Ulvik,TBM,Mean,60.56666667,6.916666667,6,0.856528181,Temperate,yes,samePop,yes,no
Digitalis_purpurea_2,Digitalis purpurea,Plantaginaceae,Plantae,Sletvold; Rydgren,J Ecol,3,2007,1998,1999,1,Ulvik,TBM,Individual,60.56666667,6.916666667,6,0.683114718,Temperate,yes,samePop,yes,no
Digitalis_purpurea_2,Digitalis purpurea,Plantaginaceae,Plantae,Sletvold; Rydgren,J Ecol,3,2007,1999,2000,1,Ulvik,TBM,Individual,60.56666667,6.916666667,6,1.019779762,Temperate,yes,samePop,yes,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,A; B; C; D; J; K; L; M,TBM,Mean,NA,NA,8,1.051131247,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,A,TBM,Mean,42.4,-84.61666667,8,1.266499791,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,B,TBM,Mean,42.4,-84.61666667,8,1.463782994,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,C,TBM,Mean,42.4,-84.61666667,8,0.407247208,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,D,TBM,Mean,42.4,-84.61666667,8,0.436641092,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,J,TBM,Mean,42.4,-84.61666667,8,0.336072851,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,K,TBM,Mean,42.4,-84.61666667,8,0,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,L,TBM,Mean,42.4,-84.61666667,8,0.915961797,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,M,TBM,Mean,42.4,-84.61666667,8,1.677066998,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,A; B; C; D; J; K; L; M,TBM,Mean,NA,NA,7,1.444600866,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,A,TBM,Mean,42.4,-84.61666667,7,1.884181489,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,B,TBM,Mean,42.4,-84.61666667,7,1.996278491,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,C,TBM,Mean,42.4,-84.61666667,7,0.534767387,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,D,TBM,Mean,42.4,-84.61666667,7,0.575744457,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,J,TBM,Mean,42.4,-84.61666667,7,0.614119386,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,K,TBM,Mean,42.4,-84.61666667,7,0.275,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,L,TBM,Mean,42.4,-84.61666667,7,1.195810147,Temperate,no,samePop,no,no
Dipsacus_sylvestris_2,Dipsacus fullonum,Caprifoliaceae,Plantae,Werner; Caswell,Ecology,6,1977,1964,1969,1,M,TBM,Mean,42.4,-84.61666667,7,2.598344269,Temperate,no,samePop,no,no
Disporum_sessile,Disporum sessile,Colchicaceae,Plantae,Kawano; Takada; Nakayama; Hiratsuka,Book,8,1987,1979,1986,1,"Yatsuo, Toyama",TBM,Mean,36.21138889,138.2527778,4,1.052046552,Temperate,no,samePop,no,no
Draba_asterophora,Draba asterophora,Brassicaceae,Plantae,Putnam,PhD thesis,4,2013,2005,2008,1,"South population, Lake Tahoe",TCF,Pooled,NA,NA,8,0.976540123,Temperate,no,samePop,no,no
Draba_asterophora,Draba asterophora,Brassicaceae,Plantae,Putnam,PhD thesis,4,2013,2005,2008,1,"North population, Lake Tahoe",TCF,Pooled,NA,NA,8,1.01421029,Temperate,no,samePop,no,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1998,1,Natoma; Woodston,TGS,Mean,NA,NA,5,1.024775515,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1998,1,Natoma,TGS,Mean,39.56666667,-98.5,5,0.988377533,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1997,1,Natoma,TGS,Individual,39.56666667,-98.5,5,0.99194955,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1997,1998,1,Natoma,TGS,Individual,39.56666667,-98.5,5,0.990873598,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1998,1,Woodston,TGS,Mean,39.08333333,-99,5,1.043627894,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1997,1,Woodston,TGS,Individual,39.08333333,-99,5,1.036516263,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1997,1998,1,Woodston,TGS,Individual,39.08333333,-99,5,1.039874521,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1998,1,Natoma,TGS,Mean,39.56666667,-98.5,5,0.97136926,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1997,1,Natoma,TGS,Individual,39.56666667,-98.5,5,1.00525725,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1997,1998,1,Natoma,TGS,Individual,39.56666667,-98.5,5,0.939532552,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1998,1,Natoma; Woodston,TGS,Mean,NA,NA,5,1.013399838,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1998,1,Natoma,TGS,Mean,39.56666667,-98.5,5,1.051547099,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1997,1,Natoma,TGS,Individual,39.56666667,-98.5,5,1.067903975,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1997,1998,1,Natoma,TGS,Individual,39.56666667,-98.5,5,1.005028164,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1998,1,Woodston,TGS,Mean,39.08333333,-99,5,0.975898482,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1996,1997,1,Woodston,TGS,Individual,39.08333333,-99,5,0.994656287,Temperate,NA,samePop,NA,no
Echinacea_angustifolia_2,Echinacea angustifolia,Compositae,Plantae,Hurlburt,PhD thesis,3,1999,1997,1998,1,Woodston,TGS,Individual,39.08333333,-99,5,0.959452046,Temperate,NA,samePop,NA,no
Echium_vulgare,Echium vulgare,Boraginaceae,Plantae,Klemow; Raynal,J Ecol,4,1985,1976,1979,3,SSA; DSA,TGS,Mean,NA,NA,4,1.547598003,Temperate,no,samePop,yes,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2001,2006,1,Pinilla del Valle I; Caձamares I,MED,Mean,NA,NA,4,0.998227002,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2001,2002,1,Pinilla del Valle I,MED,Mean,40.91666667,-2.183333333,4,0.968289596,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2001,2002,1,Pinilla del Valle I,MED,Individual,40.91666667,-2.183333333,4,0.957541925,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2002,2003,1,Pinilla del Valle I,MED,Individual,40.91666667,-2.183333333,4,0.955856535,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2003,2004,1,Pinilla del Valle I,MED,Individual,40.91666667,-2.183333333,4,1.050196725,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2004,2005,1,Pinilla del Valle I,MED,Individual,40.91666667,-2.183333333,4,0.98280408,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2005,2006,1,Pinilla del Valle I,MED,Individual,40.91666667,-2.183333333,4,0.919751632,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2001,2006,1,Caձamares I,MED,Mean,40.45,-1.766666667,4,1.030108755,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2001,2002,1,Caձamares I,MED,Individual,40.45,-1.766666667,4,1.087999939,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2002,2003,1,Caձamares I,MED,Individual,40.45,-1.766666667,4,1.014941468,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2003,2004,1,Caձamares I,MED,Individual,40.45,-1.766666667,4,0.963873673,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2004,2005,1,Caձamares I,MED,Individual,40.45,-1.766666667,4,1.066708909,Temperate,no,samePop,no,no
Erodium_paularense,Erodium paularense,Geraniaceae,Plantae,Iriondo; Albert; Gimթnez; Lozano; Escudero,Book,6,2009,2005,2006,1,Caձamares I,MED,Individual,40.45,-1.766666667,4,0.969031493,Temperate,no,samePop,no,no
Eryngium_alpinum,Eryngium alpinum,Apiaceae,Plantae,Andrello; Bizoux; Barbet-Massin; Gaudeul; NicolՌ; Till-Bottraud,Biol Cons,10,2012,2001,2010,1,DES; BER; BOU; PRA; PRB; PRC; PRD,TBM,Mean,NA,NA,4,1.049498793,Temperate,no,samePop,yes,no
Eryngium_alpinum,Eryngium alpinum,Apiaceae,Plantae,Andrello; Bizoux; Barbet-Massin; Gaudeul; NicolՌ; Till-Bottraud,Biol Cons,10,2012,2001,2010,1,DES,TBM,Mean,45.41666667,6.55,4,1.329424858,Temperate,no,samePop,yes,no
Eryngium_alpinum,Eryngium alpinum,Apiaceae,Plantae,Andrello; Bizoux; Barbet-Massin; Gaudeul; NicolՌ; Till-Bottraud,Biol Cons,10,2012,2001,2002,1,DES,TBM,Individual,45.41666667,6.55,4,1.270338878,Temperate,no,samePop,yes,no
Eryngium_alpinum,Eryngium alpinum,Apiaceae,Plantae,Andrello; Bizoux; Barbet-Massin; Gaudeul; NicolՌ; Till-Bottraud,Biol Cons,10,2012,2002,2003,1,DES,TBM,Individual,45.41666667,6.55,4,1.068466558,Temperate,no,samePop,yes,no
Eryngium_alpinum,Eryngium alpinum,Apiaceae,Plantae,Andrello; Bizoux; Barbet-Massin; Gaudeul; NicolՌ; Till-Bottraud,Biol Cons,10,2012,2003,2004,1,DES,TBM,Individual,45.41666667,6.55,4,0.923090696,Temperate,no,samePop,yes,no
Eryngium_alpinum,Eryngium alpinum,Apiaceae,Plantae,Andrello; Bizoux; Barbet-Massin; Gaudeul; NicolՌ; Till-Bottraud,Biol Cons,10,2012,2004,2005,1,DES,TBM,Individual,45.41666667,6.55,4,1.406758554,Temperate,no,samePop,yes,no
